id,dateTime,cleanContent,country
81993421,1/10/2020, HIRING  Defense Health Agency Data Scientist FellowshipThe Defense Health Agency  DHA  is a joint  integrated  Combat Support Agency that enables the Army  Navy  and Air Force  AF  medical services to provide a medically ready force and ready medical force to Combatant Commands  COCOM  in both peacetime and wartime  The DHA supports the delivery of integrated  affordable  and high quality health services to Military Health System  MHS  beneficiaries and is responsible for driving greater integration of clinical and business processes across the MHS   The Health Information Technology  HIT  Directorate is responsible for the development of plans  programs  and procedures to support worldwide medical service missions as well as identifying shortfalls within current program plans and budget in order to field new technologies and services  The Solution Delivery Division  SDD  provides support to the DoD population health data systems that enhance the quality  efficiency  effectiveness of healthcare services  and access to information to aid health care teams improve such services   The objective of this fellowship is to participate in the collection and analysis of MHS health data  using accepted Data Science Techniques in population health studies  disease prevention  managed care  medical readiness  health promotion  clinical preventive services  customer service  and service related data analysis  The fellow will also research and collaborate in providing actionable Business Intelligence  BI  and decision support data to the DHA and the beneficiaries of the DHA  as well as the Military Service Surgeons General  and Senior Department of Defense Officials    This fellowship will support the MHS and DHA in developing process improvement measures as they implement population based healthcare  including working with Health Plan Employee Data and Information Set measures  the National Committee for Quality Assurance  NCQA   the Military Health System Population Health Portal  MHSPHP   and Individual Medical Readiness  IMR  requirements  This fellowship will provide an opportunity to work with a broad range of technical health data related to population studies  disease prevention  managed care  medical readiness  health promotion  clinical preventive services  customer service  and other highly complex  highly technical health service related data analysis  BI and decision support ,United States
81993674,1/13/2020, Hiring  Senior Data Engineer in San Francisco  CA  USA,United States
81993927,1/13/2020, Hiring  Senior Data Engineer  Business Intelligence in Dublin  Ireland,Ireland
81994180,1/17/2020, Hiring  Engineering Manager   AI ML  Autopilot in Madrid  Spain,Spain
81994433,1/1/2020, Hiring  Senior Data Scientist   Growth in New York  USA,United States
81994686,1/18/2020, Hiring  Machine Learning Engineer in New York  NY  US,United States
81994939,1/4/2020, Hiring  Machine Learning Engineer in Lisbon  PT or London  UK,United States
81995192,1/17/2020, HIRING  PAID INTERNSHIP  Network Testing and Measurement Intern   Morristown NJ umlaut is looking for a Network Testing and Measurement Engineering Intern  The Engineering Intern enables and improves efficiency of the global Network Testing and Measurement Team         Does NOT require applicant to be currently enrolled in school     x200B     x200B    Main Responsibilities   Testing  managing  and implementing hardware into various testing systems  Performing data visualization and analysis on live data using Python and Tableau  Verifying system and engineer adherence to umlaut s proprietary methodology  Providing hands on and remote support to engineers and project managers when necessary    x200B    Skills and Competencies   Self motivated and flexible with an ability to work in a fast paced environment within a small team  Able to clearly communicate to managers  team leaders  and engineers on all levels  Project planning and organization  Sustaining multiple projects and tasks  Computer expertise using Excel  Outlook  and PowerPoint  Basic knowledge of cabling  IT hardware  and statistics  We are located at 412 Mt Kemble Ave Morristown  NJ  5 40 hours per week taking place between 9 00 am and 5 00 pm  Hours are flexible within reason   Paid Internship  Please submit a resume to  Kevin Castro umlaut com  mailto Kevin Castro umlaut com   Cover letter optional    x200B    All qualified applicants to umlaut are considered for employment without regard to race  color  religion  age  sex  sexual orientation  gender identity  national origin  disability  veteran s status  or any other protected characteristic      https   www umlaut com en about about us   https   www umlaut com en about about us ,United States
81995445,1/11/2020, Hiring  Senior Verification Engineer   Machine Learning in Cambridge  UK,United States
81995698,1/15/2020, Hiring  New Grad Machine Learning Engineer  PhD  in San Francisco  California,United States
81995951,1/15/2020, Hiring  Data Scientist at Skylight Digital   Washington  DC,United States
81996204,1/7/2020, Hiring  ML price prediction projectThis is a one off project   I want to hire someone to write ML code to predict used car prices based on a large dataset   The  dataset includes categorical and quantitative values such as make   model  year  trim name  body style  cylinders  engine aspiration   drivetrain  etc  and of course  used price  There are some gaps in the  used price data  however  The dataset will be updating regularly so I ll  need to be able to re run the code on the dataset regularly  Preferred  code language  in order  PHP   Node js   Python  This should be a relatively small project for starters  but has the potential to grow depending upon the success of the project   Please message me if you re interested in learning more  and provide a sample demo of your past ML work if possible ,United States
81996457,1/16/2020, Hiring  Big Data Engineer  Hadoop  in London  UK,United States
81996710,1/17/2020, Hiring  Machine Learning Engineer  Stripe Capital in New York City,United States
81996963,1/15/2020, Hiring  Siri   Machine Learning Engineer   Scientist in Santa Clara Valley  Cupertino   California,United States
81997216,1/7/2020, Hiring  Senior Data Scientist  Machine Learning at Cityblock Health   New York  NY,United States
81997469,1/1/2020, Hiring  Data Engineer at Ginger   San Francisco  CA,United States
81997722,1/14/2020, Hiring  Internship  Machine Learning Intern  Summer 2020  in Berlin,United States
81997975,1/16/2020, Hiring  Strategic AI Partnerships Manager  Remote ,United States
81998228,1/13/2020, Hiring  Data Architect  Flex in Denver  CO,United States
81998481,1/13/2020, Hiring  Big Data Engineers in Reston  VA,United States
81998734,1/8/2020, Hiring  Data Scientist  Ads Quality in San Francisco  California,United States
81998987,1/6/2020, Hiring  Data Scientist in Seattle  WA,United States
81999240,1/6/2020, Hiring  Senior Data Engineer at Devoted Health   Waltham  MA,United States
81999493,12/28/2019, Hiring  Senior Data Scientist   Sales  Remote ,United States
81999746,1/7/2020, Hiring  Executive Director  Remote ,United States
81999999,12/29/2019, Hiring  Sr  Data Scientist  Remote ,United States
82000252,12/30/2019, Hiring  Senior Software Engineer   Data Streams in London  UK,United States
82000505,2/9/2020,Looking to hire AI Engineers   Data Science talent Lyra is an AI   Data Science talent up skilling and placement company  We curate the AI Engineers   Data Science enthusiasts with the most potential from all around the globe  help them build their skills up  and get them market ready and a part of our  Talent Network       Direct message us or email at  htalent lyranalytics com  mailto htalent lyranalytics com ,United States
82000758,1/10/2020, Hiring  Systems Engineer   Data Intelligence in Austin  TX,United States
82001011,12/27/2019, Hiring  Data Scientist  Remote ,United States
82001264,1/6/2020, Hiring  Principal Data Scientist in Toronto  ON  CA,United States
82001517,1/10/2020, Hiring  Data Scientist in Lisbon  PT or London  UK,United States
82001770,1/10/2020, Hiring  Internship  Data Science Intern  Summer 2020  in El Segundo  CA   Sunnyvale  CA,United States
82002023,12/24/2019, Hiring  Machine Learning Scientist in Cambridge  EnglandUnited Kingdom,United Kingdom
82002276,1/4/2020, Hiring  Senior Data Engineer in Toronto  Ontario,United States
82002529,1/8/2020, Hiring  Engineering Manager  Machine Learning in Toronto  Ontario,United States
82002782,1/10/2020, Hiring  Product Manager   Data Science   Datadog  NYC We re hiring for a Product Management lead for our Data Science initiatives in Datadog s New York City office   This role will drive our efforts towards using Machine Learning and other algorithmic approaches to improving alerting  analysis and reporting on monitoring data from our customers critical systems   You ll build products that use advanced data science techniques to help engineers and businesses more quickly detect  understand  resolve issues rapidly and with less toil       Want to learn more  Drop me a DM or apply at the link below   https   grnh se 44c705371,United States
82003035,1/1/2020, Hiring  Data Scientist  Music Analytics in New York  USA,United States
82003288,1/2/2020, Hiring  Data Analyst at Desmos   San Francisco  CA Remote,United States
82003541,1/7/2020, Hiring  Monitoring   Evaluation Specialist at Women s World Banking   New York  NY,United States
82003794,1/7/2020, Hiring  Machine Learning Infrastructure Engineer in Santa Clara Valley  Cupertino   California,United States
82004047,12/17/2019, Hiring  VP of Data Science   Analytics at Mozilla   Mountain View  CA,United States
82004300,1/6/2020, Hiring  Senior Analyst  Data Solutions in Nashville  TN,United States
82004553,1/6/2020, Hiring  Data Science Manager in San Francisco  CA,United States
82004806,1/5/2020, Hiring  Senior Machine Learning Engineer in Bucharest,United States
82005059,12/25/2019, Hiring  Senior Machine Learning Engineer  Data Automation in New York  NY,United States
82005312,12/30/2019, Hiring  Graduate Data Scientist in Tallinn,United States
82005565,1/3/2020, Hiring  Data Engineer  m f x  in Berlin  Germany,Germany
82005818,1/3/2020, Hiring  Staff Data Scientist in San Francisco  CA  USA,United States
82006071,1/3/2020, Hiring  Data Analyst at Compass   Boston  MA,United States
82006324,1/5/2020, Hiring  Machine Learning Engineer in Seattle  Washington  United States,United States
82006577,1/1/2020, Hiring  Data Engineer   SDK in Stockholm  Sweden,Sweden
82006830,1/3/2020, Hiring  Machine Learning Engineer  Linguistic Tools   San Francisco in San Francisco  CA,United States
82007083,1/1/2020, Hiring  Strategy   Analytics Manager at SF Marin Food Bank   San Francisco  CA,United States
82007336,12/26/2019, Hiring  Manager of Data Science  Recommendations in New York  NY,United States
82007589,1/2/2020, Hiring  Machine learning algorithms   theory in Zurich  Switzerland,Switzerland
82007842,12/18/2019, Hiring  Machine Learning Researcher in London  UK,United States
82008095,12/17/2019, Hiring  Machine Learning Engineer in Zurich  Zurich  Switzerland,Switzerland
82008348,12/31/2019, Hiring  Data Scientist  Remote ,United States
82008601,12/16/2019, Hiring  Senior   Lead   Principal Data Engineer  Machine Learning   Deep Learning in California   San Francisco  California   Palo Alto,United States
82008854,11/8/2019,Hiring Data Scientists in Atlanta  We do  real  data science here ,United States
82009107,12/15/2019, Hiring  Junior Data Scientist in Switzerland   Z rich,Switzerland
82009360,12/20/2019, Hiring  Head of Data Science in San Francisco,United States
82009613,12/19/2019, Hiring  Data Scientist  Manulife Bank in Waterloo  ON CA,United States
82009866,12/27/2019, Hiring  Director of Product Analytics in San Francisco  CA  USA,United States
82010119,12/21/2019, Hiring  Data Science Architect   Data Manufacturing in New York  NY,United States
82010372,12/22/2019, Hiring  Data Scientist at Renaissance   Minneapolis  MN,United States
82010625,12/22/2019, Hiring  Senior Data Scientist   Claims Analytics Centre of Excellence in Toronto  ON CA,United States
82010878,12/26/2019, Hiring  Machine Learning Engineer  Linguistic Tools   Brooklyn in Brooklyn  NY,United States
82011131,12/16/2019, Hiring  WellSaid Labs Deep Learning Engineer   AI2 Incubator in Seattle  WA,United States
82011384,12/20/2019, Hiring  Internship  Computer Vision Intern   Zurich in Zurich  Zurich  Switzerland,Switzerland
82011637,12/14/2019, Hiring  Machine Learning Team Lead  Remote ,United States
82011890,12/28/2019, Hiring  Senior Data Scientist   Marketing  Remote ,United States
82012143,12/19/2019, Hiring  FinTech Data Scientist in Malvern  PA  US,United States
82012396,12/18/2019, Hiring  Senior Data Scientist  Product in London  UK,United States
82012649,12/17/2019, Hiring  Machine Learning and AI Engineer  Specialist Architect  in C ng H a  T n B nh  H  Ch  Minh  Vietnam,United States
82012902,12/15/2019, Hiring  Anti Abuse Engineer in Geneva  Zurich  Vilnius  Taipei  Switzerland,Switzerland
82013155,12/22/2019, Hiring  Data Engineer  Remote ,United States
82013408,12/17/2019, Hiring  Internship  Internship Machine Learning for Perfectly Keyless in Stuttgart  Germany,Germany
82013661,12/12/2019, Hiring  VP of Data Science   Analytics in Mountain View,United States
82013914,12/21/2019, Hiring  AI Research Scientist   NLP in New York  NY,United States
82014167,12/23/2019, Hiring  Research Scientist in Montreal  Canada,Canada
82014420,12/23/2019, Hiring  Data Engineer in Geneva 6  Geneva  Switzerland,Switzerland
82014673,12/21/2019, Hiring  Director  Data Services in Washington  DC or Oakland  CA,United States
82014926,12/16/2019, Hiring  Research Engineer Applied Scientist  Salesforce Research  Entry Level  in California   Palo Alto,United States
82015179,12/7/2019, Hiring  Language Engineer in Seattle  Washington,United States
82015432,12/5/2019, Hiring  Junior Data Engineer at Global Strategy Group   New York  NY,United States
82015685,12/12/2019, Hiring  Internship  2020 Machine Learning Internship   Alexa Shopping in Cambridge  England  United Kingdom,United Kingdom
82015938,12/23/2019, Hiring  Research Engineer  Science in London  UK,United States
82016191,12/4/2019, Hiring  Data Engineer in Malvern  PA  US,United States
82016444,3/10/2020,8 Jobs Hiring Now    x200B    Company Name Title City               Wells Fargo  https   www adzuna com land ad 1479281346 v 8D5AA6F6775098E2BAB233A704ADBFD49269BBE2 utm source hallimjolken utm medium ppc partnerb 1 chnlid 1040   Data Science Team Lead   Wells Fargo Internal Audit   Quantitative Analytics Specialist 4  https   www adzuna com land ad 1479281346 v 8D5AA6F6775098E2BAB233A704ADBFD49269BBE2 utm source hallimjolken utm medium ppc partnerb 1 chnlid 1040   Tempe  https   www adzuna com land ad 1479281346 v 8D5AA6F6775098E2BAB233A704ADBFD49269BBE2 utm source hallimjolken utm medium ppc partnerb 1 chnlid 1040               Emonics LLC  https   click appcast io track 3ilhcgb cs hj6 exch 6q bid 7g BOD3yIyJl4P4ikp9YSg   ob Qr jsEQpDHhy0x61V8PjDg     Data Science  https   click appcast io track 3ilhcgb cs hj6 exch 6q bid 7g BOD3yIyJl4P4ikp9YSg   ob Qr jsEQpDHhy0x61V8PjDg     Bay County  https   click appcast io track 3ilhcgb cs hj6 exch 6q bid 7g BOD3yIyJl4P4ikp9YSg   ob Qr jsEQpDHhy0x61V8PjDg       Regeneron Pharmaceutical  https   click appcast io track 3aflhri cs hj6 exch 5i bid RjisTn QvJ s6s7uxZBkFw   ob TWDTvsbu7sS1cze iMIzNg     Senior Manager  Data Modeling Data Science Analytics   https   click appcast io track 3aflhri cs hj6 exch 5i bid RjisTn QvJ s6s7uxZBkFw   ob TWDTvsbu7sS1cze iMIzNg     Tarrytown  https   click appcast io track 3aflhri cs hj6 exch 5i bid RjisTn QvJ s6s7uxZBkFw   ob TWDTvsbu7sS1cze iMIzNg                 Lockheed Martin Corporation  https   click appcast io track 3ilah1x cs hj6 exch 4r bid 4uL3Mqbnb3wOHQb9DD7Rng   ob 3thMwcmdPA8XiBta5rysHQ     Manager  Data Science Analytics   Data Scientist Manager  https   click appcast io track 3ilah1x cs hj6 exch 4r bid 4uL3Mqbnb3wOHQb9DD7Rng   ob 3thMwcmdPA8XiBta5rysHQ     North East Dallas  https   click appcast io track 3ilah1x cs hj6 exch 4r bid 4uL3Mqbnb3wOHQb9DD7Rng   ob 3thMwcmdPA8XiBta5rysHQ      Hey guys  here are some recent job openings   feel free to comment here if you have any questions  I m at the community s disposal  If you encounter any problems with any of these job openings please let me know that I will modify the table accordingly  Thanks ,United States
82016697,3/20/2020, Hiring  Data Scientist at DrivenData Labs   Berkeley  CA Boston  MA ,United States
82016950,3/19/2020, Hiring  Open Topic Professorships for Artificial Intelligence in Biomedical Engineering in Erlangen  Germany ,Germany
82017203,3/20/2020, Hiring  Data Scientist   Smart Buildings in Austin  TX ,United States
82017456,3/20/2020, Hiring  Senior Data Scientist in Singapore  Singapore ,Singapore
82017709,2/29/2020,Startup wants me to pay for their product before they ve even hired me So  I m through to the last of a 4 stage interview with a media company  One of the founders I spoke to has suggested that I can subscribe to their product  with a 50  discount   To me it seems a little bit stingy that they wouldn t offer it to me for free  at least as a trial   They have mentioned it a few times throughout the process and so I am starting to wonder if they re implying I won t get the job otherwise  From what I can tell  they don t have a huge userbase  Anyone else experienced this   EDIT Huge thanks to all the comments  Didn t expect this much response ,United States
82017962,3/18/2020, Hiring  Data Scientist Summer Intern  Los Angeles ,United States
82018215,3/14/2020, Hiring  Data Scientist Senior Data Scientist   Defence   Security in London  United Kingdom ,United Kingdom
82018468,3/17/2020, Hiring  Data Engineers  Can work remotely from anywhere in the world  VidIQ is hiring Data Engineers  Link    https   www youtube com watch v fyoq1IQYjvQ  https   www youtube com watch v fyoq1IQYjvQ ,United States
82018721,3/15/2020, Hiring  Machine Learning Engineer in Zug  Zug  Switzerland ,Switzerland
82018974,3/9/2020, Hiring  Data Scientist in New York  New York ,United States
82019227,3/16/2020, Hiring  Data Scientist Machine Learning in Chantilly  VA ,United States
82019480,3/11/2020, Hiring  Software Engineer  Machine Learning  Remote  ,United States
82019733,3/20/2020, Hiring  Machine Learning Engineers  Can work remotely from anywhere  HoloMeeting is hiring Machine Learning Engineers  Link    https   www youtube com watch v Yy9khklwkwo  https   www youtube com watch v Yy9khklwkwo ,United States
82019986,3/19/2020, Hiring  Analytics Engineer  Remote  ,United States
82020239,3/18/2020, Hiring  Sr  Manager  Data Science   Marketing Mix Media at Oportun   Menlo Park  CA ,United States
82020492,3/5/2020, Hiring  Senior Machine Learning Engineer  Core ML in San Francisco ,United States
82020745,3/6/2020, Hiring  Research Scientist  Data Science in Boston  MA  US ,United States
82020998,3/17/2020, Hiring  Staff Data Scientist  Ads in San Francisco ,United States
82021251,2/19/2020, Hiring  Senior Data Scientist   Shopify s Retail Data Science Team in Toronto  Canada Hi there   We re looking for a couple senior data scientists to join Shopify s retail data science team  It s a small team   6 of us  currently   split between product  focusing on our hardware and software  and go to market  sales marketing support etc     I ve been here 2 years myself and can say it s a pretty incredible place to work  We hire from an international talent pool  so don t hesitate to reach out if you re interested   More details here  or feel free to DM me directly   https   www shopify ca careers senior data scientist multiple roles e6a7b8  https   www shopify ca careers senior data scientist multiple roles e6a7b8 ,Canada
82021504,3/7/2020, Hiring  Machine Learning Engineer in Pittsburgh  PA  USA ,United States
82021757,3/16/2020, Hiring  Machine Learning Computer Vision Consultant in Reston  VA ,United States
82022010,3/4/2020, Hiring  Internship  Data Science Intern in San Francisco  CA ,United States
82022263,3/13/2020, Hiring  Big Data Engineer in San Francisco or Austin ,United States
82022516,3/13/2020, Hiring  Machine Learning Engineer in Austin  TX ,United States
82022769,3/5/2020, Hiring  Senior Data Scientist   ML Engineer in Zurich or Berlin It s for a unicorn travel tech company and can be based on a marketing team or a core team  Depending on your preference and ambitions    Drop me a message and I can go through more details,United States
82023022,3/12/2020, Hiring  Machine Learning Software Development Eng  in Santa Clara  California   Austin  Texas ,United States
82023275,3/3/2020, Hiring  Machine Learning Scientist   Machine Translation in Seattle  Washington ,United States
82023528,3/12/2020, Hiring  Internship  Machine Learning Intern in Bucharest  RO ,United States
82023781,3/12/2020, Hiring  Analytics Associate at Priorities USA   Washington  DC ,United States
82024034,3/11/2020, Hiring  Full Time  Temporary  Senior Project Scientist  Two Positions  in Norfolk  VA ,United States
82024287,3/9/2020, Hiring  Data Engineer in Boston  MA  US ,United States
82024540,3/10/2020, Hiring  Internship  Machine Learning Researcher  Intern  2020  in Pittsburgh  PA  USA ,United States
82024793,3/5/2020, Hiring  Staff Data Scientist  Ads in New York ,United States
82025046,3/10/2020, Hiring  Machine Learning Engineer in San Francisco  CA ,United States
82025299,3/9/2020, Hiring  Computer Vision Research Engineer in Singapore  Singapore ,Singapore
82025552,3/9/2020, Hiring  Data Quality Specialist in Singapore  Singapore ,Singapore
82025805,3/9/2020, Hiring  Data   AI Architect  IBM Cork in Cork  UK ,United States
82026058,3/9/2020, Hiring  Research Engineer  Acceleration in San Francisco  CA ,United States
82026311,3/3/2020, Hiring  Senior Data Scientist in North Palm Beach  Florida ,United States
82026564,3/7/2020, Hiring  Machine Learning Engineering Manager in Pittsburgh  PA  USA ,United States
82026817,3/3/2020, Hiring  Computer Vision SW Engineer in Hillsboro  OR US ,United States
82027070,3/6/2020, Hiring  Head of Artificial Intelligence   Machine Learning Research in Toronto  ON  CA ,United States
82027323,3/2/2020, Hiring  Data Science Manager at Center for Policing Equity   Washington  DC ,United States
82027576,3/6/2020, HIRING  Senior Machine Learning Engineer  Can work remotely from anywhere in the world  WalletHub is hiring Senior Machine Learning Engineer  Link    https   www youtube com watch v MslrVQrkWRU  https   www youtube com watch v MslrVQrkWRU ,United States
82027829,3/5/2020, HIRING  Data Scientists  Can work remotely from anywhere in the world  Kraken is hiring experienced  Data Scientists   Link    https   www youtube com watch v 4GpMnyR2 T0  https   www youtube com watch v 4GpMnyR2 T0 ,United States
82028082,3/4/2020, Hiring  Data Scientist  Business Transformation Consultant  in Singapore ,Singapore
82028335,3/4/2020, Hiring  Data Scientists  AI ML Engineers  Data Architects   SWE s  Remote  ,United States
82028588,3/3/2020, Hiring  Computer Vision and Deep Learning Algo Team Lead in Haifa  IL ,United States
82028841,2/1/2020, Hiring  Data Scientist in DC and Tampa areas   Must have a clearance The company I work for is hiring all levels of data scientists   The catch is that you must have a US government clearance   Hit me up if you want a referral   It is anything from VBA and automation to predictors to object detection and analysis  depending on the position ,United States
82029094,1/7/2020, HIRING  Data Engineers of all skill and experience levels in Portland  OR YOU  Someone who loves building tools and data pipelines  can create clear and effective reports and data visualizations  and can partner with stakeholders to answer key business questions    US  A group of engineers  designers  and product folk working together to make collaboration software that allows marketers  visual creatives and storytellers to work together in one space   THE JOB  You will integrate data from different sources from around the company into our data warehouse that serves as a single source of truth for our reporting and analytics needs  You will also need to collaborate with our Product Management  Engineering  Marketing  Retail  Finance  and DevOps along the way  You ll build DAGs with tools like Apache Airflow to standardize and enrich the data from out customers to that we can build experiences they love   LEARN MORE      https   www workwithopal com about careers  https   www workwithopal com about careers     https   www linkedin com company opal software jobs   https   www linkedin com company opal software jobs     ,United States
82029347,1/31/2020, For Hire  Fourth Year Data Science Student Hey everyone  I m a fourth year student enrolled in a five year undergrad program that consists of completing several 4 6 month co ops by graduation  I ve already completed two 6 month co ops which have consisted of data analytics  I am looking for one last opportunity before I graduate next year    A lot of the Data Science internships I ve seen on here look for machine learning experience  I find it a bit difficult to find a position that is going to help me grow in this area because most of those positions mentioned look for experience in the area already  I am looking for a role that will help introduce and expose me to the use of ML in the industry  I have some knowledge conceptually but I don t have a lot of  experience in implementation    I would greatly appreciate any advice from people on the best way to apply for find opportunities in this area  Thank you ,United States
82029600,2/5/2020, Hiring  Senior Data Scientist at FlightAware  Houston  TX    Please view complete job description and application instructions on the  job posting  https   flightaware com about careers position senior data scientist   and feel free to share this link with anyone you think may be interested     FlightAware is putting together a world class team to build the predictive technology behind the FlightAware Foresight product suite  FlightAware Foresight is already used by some of the largest airports and airlines in the world to improve operational efficiencies on the ground and in the air  As a senior data scientist at FlightAware  you will work alongside talented developers  systems engineers  and analysts to design  evaluate and improve state of the art machine learning models underlying both current and future Foresight products   You will bring scientific rigor and statistical methods into a multi disciplinary engineering group pushing the industry forward and tackling some of the hardest problems in this space  We train thousands of models on hundreds of thousands of CPU cores using datasets with hundreds of millions of examples  and we stream real time flight data from around the world through these models running on multiple clusters in order to produce thousands of inferences per second  FlightAware in general processes over 180 million incoming messages per hour from over 22 000 individual data feeds  You will bring a broad technical and engineering background with you  allowing you to design solutions that can scale and operate in this demanding environment   Primary responsibilities     Work with large  complex data sets involving  100M examples  Solve difficult  non routine analysis problems  applying advanced analytical methods as needed  Conduct analysis that includes data gathering  cleaning  processing  and presentations    Build and prototype analysis pipelines iteratively to provide insights about a variety of predictive problems in the aviation space    Work with other backend developers to robustly and scalably integrate your work into production systems    Interact cross functionally  making business recommendations with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information    Engage in R D to improve models for existing products and to develop models for all new products  Author internal research articles in close collaboration with the rest of the engineering team    Act as a  manager of one   you will be FA s resident subject matter expert and must be able to drive your own role forward to some degree   Qualifications    6  years of professional experience including expertise with statistical data analysis such as linear models  multivariate analysis  stochastic models  and sampling methods    Established track record of real world industry success  Must be comfortable acting as a resident subject matter expert    Excellent interpersonal skills  Must be able to communicate effectively and respectfully with peers  stakeholders  sales  and company leadership    Strong background in machine learning including experience implementing models at a large scale    Strong general programming background using Python  Scala  and or similar languages    Extensive experience with statistical software  e g   R  Python  MATLAB  pandas  and database languages  e g   SQL     Experience articulating and translating business questions and using statistical techniques to arrive at an answer using available data    Demonstrated leadership and self direction  Willingness to both teach others and learn new techniques    Demonstrated skills in selecting the right statistical tools given a data analysis problem  Effective written and verbal communication skills    Previous experience using Spark is a plus   Compensation    Salary varies based on experience and background   Eligibility for performance based bonuses   Matching 401 k    Company paid employee medical  dental and basic life AD D insurance  FlightAware is an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race  color  religion  sex  sexual orientation  gender identity  national origin  protected veteran status  or disability status   Must have current work authorization for any employer in the US and not require sponsorship now or in the future   Our open positions are closed to agency third party submissions ,United States
82029853,1/16/2020, Hiring  Data Analyst  Bronx NY USA Highly experienced with SQL  Healthcare data experience is a bonus  Must have strong writing and communication skills  Data development  data modeling and report creation are the primary job functions  Must be comfortable researching the health data flow and terminology  PM or reply for details  Interviewing over the next few weeks ,United States
